# 105,cat105 -># 397,cat397|Тачки строительные
#1|Тачка строительная одноколесная 180 кг, 110 л |105|BO.T1   |2295|2265|2245|397|norow|| <span class="art">арт. BO.T1</span>|</span></p><UL><LI>Рама изготовлена из трубы диаметром <b>32 мм</b> и толщиной <b>1,3 мм</b>.<LI>Объем корыта: <b>110 л</b>.<LI>Толщина стенок корыта: <b>0,8 - 0,9 мм</b>.<LI>Грузоподъемность: <b>180 кг</b>.<LI>Высококачественное колесо: <b>пневмо 4,0-8</b>, подшипник <b>16 мм</b>.</UL><p><span class="addt">||/img/pic/equip/small/tach_b1.jpg|/img/pic/equip/big/tach_b1.jpg
#0|Тачка строительная одноколесная 180 кг, 110 л |105|BO.T1   |2295|2265|2245|397
#0|Колесо ПНЕВМО 4.0-8, подшипник 16мм к тачке BO|105|BO.T1.K | 620| 605| 595|397
#1|Тачка строительная двухколесная                 |105|TS-2KP|2595|2545|2465|397|norow nocart|Тачка строительная двухколесная|, 300 кг, 110 л <span class=art>арт. TS-2KP</span>|||/img/pic/equip/small/TACHKA 2x KOLESNAJA.jpg|/img/pic/equip/big/TACHKA 2x KOLESNAJA.jpg
#0|Тачка строительная двухколесная                 |105|TS-2KP|2595|2545|2465|397|
#1|Колеса к тачкам запасные ПНЕВМО                 |105|      | 595| 580| 560|397|norow nocart|||||/img/pic/equip/small/KOLESO FOR TACHKA - PNEVMO.jpg|/img/pic/equip/big/KOLESO FOR TACHKA - PNEVMO.jpg
#0|Колесо ПНЕВМО к тачке                           |105|KO-1P | 595| 580| 560|397||
#0|Колесо ПРОФИ ПНЕВМО 11 ZS для 2-колесной тачки  |105|KO-2T | 598| 580| 560|397||
#1|Колеса к тачкам запасные ЛИТЫЕ                  |105|      | 595| 580| 560|397|norow nocart|||Литые колеса бывают разных цветов: красные, желтые, черные. Они не различаются по своим эксплуатационным качествам и отпускаются по наличию.||/img/pic/equip/small/KOLESO FOR TACHKA - USIL LITOE.jpg|/img/pic/equip/big/KOLESO FOR TACHKA - USIL LITOE.jpg
#0|Колесо к тачке ЛИТОЕ                            |105|KO-1L | 595| 580| 560|397||
#0|Колесо к тачке УСИЛЕННОЕ ЛИТОЕ                  |105|KO-LU | 985| 965| 935|397||
#1|Тачка ПРОФИ строительная одноколесная  усиленная|105|TSG   |-|-|-|397|norow||, 200 кг, 110 л, широкое пневмо колесо <span class=art>арт. TSG</span>|</span></p><UL><LI>Рама изготовлена изготовлена из трубы 32 мм толщиной стенки 2.0 мм.<LI>На изгибе рамы (куда приходится основная нагрузка) приварены пластины толщиной 2.0 мм.<LI>Толщина стенки кузова 0.9 мм.<LI>Двойной кронштейн колеса. Два больших мощных подшипника. Широкое колесо.</UL><p><span class="addt">||/img/pic/equip/small/TSG.jpg|/img/pic/equip/big/TSG.jpg
#0|Тачка ПРОФИ строительная одноколесная  усиленная|105|TSG   |-|-|-|397|
#1|Тачка одноколесная 200 кг, 110 л                |105|HB1101|-|-|-|397||Тачки строительные| HB с колесами ПНЕВМО|||/img/pic/equip/small/hb_1102.jpg|/img/pic/equip/big/hb_1102.jpg
#0|Тачка двухколесная 300 кг, 110 л                |105|HB1102|-|-|-|397
#1|Колесо к тачке ЛИТОЕ                            |105|KO-1L | 595| 580| 560|397|norow|Колеса к тачкам| запасные|||/img/pic/equip/small/KO-1P.jpg|/img/pic/equip/big/jpg

# 579,cat579 -># 584,cat584|Тенты защитные
 1|Тенты защитные особо плотные  |579|             |1798|1730|1685|584|norow|| HARDY (Польша)|<br>Тент из очень плотного материала (140 г / кв.м.), практичный, лёгкий, удобный в использовании, снабжен металлическими кольцами.||/img/pic/equip/small/0440-840305.jpg|/img/pic/equip/big/0440-840305.jpg
 0|Тент плотный HARDY     4 х 5 м|579|0440-84.04.05|1898|1878|1855|584
#0|Тент плотный HARDY     6 х 8 м|579|0440-84.06.08|3580|3495|3395|584
 1|Тенты защитные облегчённые    |579|             | 998| 975| 945|584|norow|| HARDY (Польша)|<br>Тент из средне-плотного материала (80 г / кв.м.), практичный, лёгкий, удобный в использовании, снабжен металлическими кольцами.||/img/pic/equip/small/0440-800304.jpg|/img/pic/equip/big/0440-800304.jpg
#0|Тент облегчённый HARDY 3 х 5 м|579|0440-80.03.04| 998| 975| 945|584
 0|Тент облегчённый HARDY 4 х 5 м|579|0440-80.04.05|1298|1277|1255|584
 0|Тент облегчённый HARDY 6 х 8 м|579|0440-80.06.08|2198|2144|2098|584
#0|Тент облегчённый HARDY 6 х10м |579|0440-80.06.10|2698|2677|2644|584
#0|Тент облегчённый HARDY 8 х12м |579|0440-80.08.12|3998|3944|3898|584

# 168,cat168|Бетономешалки
 1|Бетоносмесители электрические|168||||||norow|||</span></p><UL><LI>Чугунный венец.<LI>Обмотка двигателя - алюминиевая, покрыта термостойким лаком.<LI>питание 220 В / 50 Гц.<LI>Многожильный медный провод шнура питания.</UL><p><span class="addt">||/img/pic/equip/small/95-0-120.jpg|/img/pic/equip/big/95-0-120.jpg
 0|Бетоносмеситель БС-120: 120 литров,  500 Вт|168|95-0-120|10980|10770|10590
 0|Бетоносмеситель БС-160: 160 литров,  500 Вт|168|95-0-160|13880|13690|13490
 0|Бетоносмеситель БС-200: 200 литров, 1000 Вт|168|95-0-200|14680|14450|14290
#1|Бетономешалка RM 125: 125 литров, 550 Вт|168|RM-125|-|6900|6900||Бетономешалки| TSUNAMI|</span></p><UL><LI>чугунный венец<LI>объем бака 125 - 180 литров<LI>мощность 550 - 800 Вт<LI>питание 220 В</UL><p><span class="addt">||/img/pic/equip/small/BETONOMESHALKA.jpg|/img/pic/equip/big/BETONOMESHALKA.jpg
#0|Бетономешалка RM 140: 140 литров, 650 Вт|168|RM-140|-|8100|7900
#0|Бетономешалка RM 165: 165 литров, 650 Вт|168|RM-165|-|8400|8300
#0|Бетономешалка RM 180: 180 литров, 800 Вт|168|RM-180|-|9550|9400

# 376,cat376 -># 437,cat437|Масляные радиаторы
 1|Обогреватели масляные|376||2490,00|2425,00|2385,00|437|norow || ZANUSSI Loft|</span></p><UL><LI>Выключатель с функцией выбора уровня мощности.<LI>Термостат для автоматического контроля температуры.<LI>Защита от перегрева (отключение). Автоотключение при падении.<LI>Колесики и ручка для перемещения, место для хранения шнура.<LI>Питание от бытовой электросети 220 В.</UL><p><span class="addt">||/img/pic/equip/small/ZanussiLoft.jpg|/img/pic/equip/big/ZanussiLoft.jpg
 0|Обогреватель ZANUSSI Loft, 7 секций, 1500 Вт, на 15-20 кв.м.|376|ZA.SM.R.07|3198|3145|3098|437|
 0|Обогреватель ZANUSSI Loft, 9 секций, 2000 Вт, на 20-25 кв.м.|376|ZA.SM.R.09|3890|3820|3777|437|
#1|Масляный радиатор TIMBERK                            |376|SM-RT-7|2590,00|2490,00|2440,00|437|norow later0000|Масляный радиатор| TIMBERK|</span></p><UL><LI>2-режимный выключатель с функцией выбора уровня мощности.<LI>Термостат для автоматического контроля температуры.<LI>Колесики и ручка для перемещения, место для хранения шнура.<LI>Питание от бытовой электросети 220 В.</UL><p><span class="addt">||/img/pic/equip/small/timberk.jpg|/img/pic/equip/big/jpg
#0|Масляный радиатор TIMBERK 21ACX, 1500 Вт,  7 секций  |376|SM-RT-7|2780,00|2680,00|2640,00|437
#1|Масляный радиатор Prorab OFR                         |376|OFR1507|2490,00|2425,00|2385,00|437|norow |Масляные радиаторы| OFR|</span></p><UL><LI>Выключатель с функцией выбора уровня мощности.<LI>Термостат для автоматического контроля температуры.<LI>Защита от перегрева (отключение). Автоотключение при падении.<LI>Колесики и ручка для перемещения, место для хранения шнура.<LI>Питание от бытовой электросети 220 В.</UL><p><span class="addt">||/img/pic/equip/small/ofr_2513.jpg|/img/pic/equip/big/jpg
#0|Масляный радиатор Prorab OFR 1507, 1500 Вт,  7 секций|376|OFR1507|2490,00|2425,00|2385,00|437
#0|Масляный радиатор Prorab OFR 2009, 2000 Вт,  9 секций|376|OFR2009|2695,00|2645,00|2620,00|437
#0|Масляный радиатор Prorab OFR 2511, 2500 Вт, 11 секций|376|OFR2511|3290,00|3225,00|3145,00|437
#0|Масляный радиатор Prorab OFR 2513, 2500 Вт, 13 секций|376|OFR2513|2660,00|2610,00|2580,00|437

###################################
 1|Тепловой вентилятор DENZEL HG2000 - 2.0 кВт|333|96401|2700|2650|2500||norow|Тепловые вентиляторы| DENZEL|</span></p><UL><LI>тепловентилятор и термостат; защита от перегрева<LI>регулировка режима нагрева (50% / 100% от номинала)<LI>ручка для переноски, небольшой вес (5 - 8 кг)<LI>питание 380 В / 50 Гц; рабочая t от 0 до 40&deg; С</UL><p><span class="addt">||/img/pic/equip/small/HG3300.jpg|/img/pic/equip/big/
#0|Тепловой вентилятор DENZEL HG3300 - 3.3 кВт|333|96406|2700|2950|2500|
 0|Тепловой вентилятор DENZEL HG5000 - 5.0 кВт|333|96409|2700|2600|2500|
#1|Тепловая электрическая пушка|233|96410|2100.00|2050||| DENZEL DFG01-30 шестигранная <span class=art>арт. 96410</span>|</span></p><UL><LI>Нагревательные элементы, расположенные по всему внутреннему периметру, и мощный вентилятор обеспечивают обогрев помещения объемом до 250 куб.м.<LI>За счет шестигранной формы дает направленный воздушный поток.<LI>Имеет 3 режима работы, плавное регулирование мощности и термостат для регулировки температуры воздуха в помещении.<LI>Мощность 3.0 кВт; питание 220 В / 50 Гц; рабочая t от 0 до 40&deg; С.</UL><p><span class="addt">||/img/pic/equip/small/DFG01.jpg|/img/pic/equip/big/
